Landing page,URL,Date,Sessions,Conversions
/page/event/index_iframe.php,https://www.thermofisher.com/page/event/index_iframe.php,9/17/23,77,0
/jp/ja/reference-components/MSD-reference-components/instruments-reference-components/materials-science-form.html,https://www.thermofisher.com/jp/ja/reference-components/MSD-reference-components/instruments-reference-components/materials-science-form.html,9/18/23,77,0
/order/catalog/product/35050061,https://www.thermofisher.com/order/catalog/product/35050061,9/18/23,77,0
/page/WF22768/w7.php,https://www.thermofisher.com/page/WF22768/w7.php,9/18/23,77,0
/vn/en/home.html,https://www.thermofisher.com/vn/en/home.html,9/19/23,77,0
/jp/ja/home/brands/thermo-scientific/molecular-biology/molecular-biology-learning-center/molecular-biology-resource-library/thermo-scientific-web-tools/multiple-primer-analyzer.html,https://www.thermofisher.com/jp/ja/home/brands/thermo-scientific/molecular-biology/molecular-biology-learning-center/molecular-biology-resource-library/thermo-scientific-web-tools/multiple-primer-analyzer.html,9/20/23,77,0
/jp/ja/home/brands/thermo-scientific/molecular-biology/molecular-biology-learning-center/molecular-biology-resource-library/thermo-scientific-web-tools/tm-calculator.html,https://www.thermofisher.com/jp/ja/home/brands/thermo-scientific/molecular-biology/molecular-biology-learning-center/molecular-biology-resource-library/thermo-scientific-web-tools/tm-calculator.html,9/20/23,77,0
/tw/zt/home/references/gibco-cell-culture-basics/cell-culture-protocols/cell-culture-useful-numbers.html,https://www.thermofisher.com/tw/zt/home/references/gibco-cell-culture-basics/cell-culture-protocols/cell-culture-useful-numbers.html,9/20/23,77,0
/jp/ja/home/life-science/antibodies.html,https://www.thermofisher.com/jp/ja/home/life-science/antibodies.html,9/21/23,77,0
/uk/en/home/order.html,https://www.thermofisher.com/uk/en/home/order.html,9/22/23,77,0
/jp/ja/home/life-science/bioproduction/single-use-bioprocessing/rigid-containment.html,https://www.thermofisher.com/jp/ja/home/life-science/bioproduction/single-use-bioprocessing/rigid-containment.html,9/23/23,77,0
/fr/fr/home.html,https://www.thermofisher.com/fr/fr/home.html,9/24/23,77,0
/jp/ja/home/life-science/cloning/cloning-learning-center/invitrogen-school-of-molecular-biology/molecular-cloning/cloning/traditional-cloning-basics.html,https://www.thermofisher.com/jp/ja/home/life-science/cloning/cloning-learning-center/invitrogen-school-of-molecular-biology/molecular-cloning/cloning/traditional-cloning-basics.html,9/24/23,77,0
/tw/zt/home/life-science/bioproduction/gibco-bioprocessing.html,https://www.thermofisher.com/tw/zt/home/life-science/bioproduction/gibco-bioprocessing.html,9/24/23,77,0
/jp/ja/home/life-science/protein-biology/protein-biology-learning-center/protein-biology-resource-library/pierce-protein-methods/amino-acid-physical-properties.html,https://www.thermofisher.com/jp/ja/home/life-science/protein-biology/protein-biology-learning-center/protein-biology-resource-library/pierce-protein-methods/amino-acid-physical-properties.html,9/25/23,77,0
/order/catalog/product/15250061,https://www.thermofisher.com/order/catalog/product/15250061,9/25/23,77,0
/page/WF22768/w7.php,https://www.thermofisher.com/page/WF22768/w7.php,9/25/23,77,0
/tw/zt/home/new-ideas/chromatography-and-mass-spectrometry-line-blog/gc-for-dummies.html,https://www.thermofisher.com/tw/zt/home/new-ideas/chromatography-and-mass-spectrometry-line-blog/gc-for-dummies.html,9/25/23,77,0
/ar/es/home/life-science/dna-rna-purification-analysis/viral-pathogen.html,https://www.thermofisher.com/ar/es/home/life-science/dna-rna-purification-analysis/viral-pathogen.html,9/26/23,77,0
/account-center/fidm/federated-login.html,https://www.thermofisher.com/account-center/fidm/federated-login.html,9/28/23,77,0
/blog/learning-at-the-bench/ion-chromatography-basic,https://www.thermofisher.com/blog/learning-at-the-bench/ion-chromatography-basic,9/28/23,77,0
/jp/ja/home/life-science/bioproduction/contaminant-and-impurity-testing/mycoplasma-detection.html,https://www.thermofisher.com/jp/ja/home/life-science/bioproduction/contaminant-and-impurity-testing/mycoplasma-detection.html,9/28/23,77,0
/jp/ja/home/life-science/cell-analysis/cell-analysis-learning-center/molecular-probes-school-of-fluorescence/imaging-basics/fundamentals-of-fluorescence-microscopy/physical-properties-that-define-fluorescence.html,https://www.thermofisher.com/jp/ja/home/life-science/cell-analysis/cell-analysis-learning-center/molecular-probes-school-of-fluorescence/imaging-basics/fundamentals-of-fluorescence-microscopy/physical-properties-that-define-fluorescence.html,9/28/23,77,0
/order/catalog/product/L3000001,https://www.thermofisher.com/order/catalog/product/L3000001,9/28/23,77,0
/uk/en/error404.html,https://www.thermofisher.com/uk/en/error404.html,9/28/23,77,0
/us/en/home/digital-science/thermo-fisher-connect.html,https://www.thermofisher.com/us/en/home/digital-science/thermo-fisher-connect.html,9/28/23,77,0
/ar/es/home/virtual/kingfisher-apex-3d-tour.html,https://www.thermofisher.com/ar/es/home/virtual/kingfisher-apex-3d-tour.html,9/30/23,77,0
/blog/behindthebench/understanding-ct-values,https://www.thermofisher.com/blog/behindthebench/understanding-ct-values,10/1/23,77,0
/jp/ja/home/life-science/bioproduction/single-use-bioprocessing/single-use-equipment/centrifuge-system.html,https://www.thermofisher.com/jp/ja/home/life-science/bioproduction/single-use-bioprocessing/single-use-equipment/centrifuge-system.html,10/1/23,77,0
/at/en/home.html,https://www.thermofisher.com/at/en/home.html,10/2/23,77,0
/jp/ja/home/life-science/bioproduction/single-use-bioprocessing/single-use-equipment/centrifuge-system.html,https://www.thermofisher.com/jp/ja/home/life-science/bioproduction/single-use-bioprocessing/single-use-equipment/centrifuge-system.html,10/2/23,77,0
/jp/ja/home/life-science/cloning/cloning-learning-center/invitrogen-school-of-molecular-biology/pcr-education/pcr-reagents-enzymes/pcr-basics.html,https://www.thermofisher.com/jp/ja/home/life-science/cloning/cloning-learning-center/invitrogen-school-of-molecular-biology/pcr-education/pcr-reagents-enzymes/pcr-basics.html,10/3/23,77,0
/us/en/home/life-science/protein-biology/protein-biology-learning-center/protein-biology-resource-library/pierce-protein-methods/overview-elisa.html,https://www.thermofisher.com/us/en/home/life-science/protein-biology/protein-biology-learning-center/protein-biology-resource-library/pierce-protein-methods/overview-elisa.html,10/3/23,77,0
/blog/learning-at-the-bench/pcr-basic2,https://www.thermofisher.com/blog/learning-at-the-bench/pcr-basic2,10/4/23,77,0
/jp/ja/home/life-science/cell-analysis/cell-analysis-learning-center/molecular-probes-school-of-fluorescence/imaging-basics/fundamentals-of-fluorescence-microscopy/physical-properties-that-define-fluorescence.html,https://www.thermofisher.com/jp/ja/home/life-science/cell-analysis/cell-analysis-learning-center/molecular-probes-school-of-fluorescence/imaging-basics/fundamentals-of-fluorescence-microscopy/physical-properties-that-define-fluorescence.html,10/4/23,77,0
/nz/en/error404.html,https://www.thermofisher.com/nz/en/error404.html,10/5/23,77,0
/store/subscriptions/create,https://www.thermofisher.com/store/subscriptions/create,10/5/23,77,0
/store/v2/accounts/registration,https://www.thermofisher.com/store/v2/accounts/registration,10/5/23,77,0
/tw/zt/home/industrial/manufacturing-processing/improving-pharmaceutical-biotech-manufacturing-processes-production-methods/technologies.html,https://www.thermofisher.com/tw/zt/home/industrial/manufacturing-processing/improving-pharmaceutical-biotech-manufacturing-processes-production-methods/technologies.html,10/5/23,77,0
/tw/zt/home/new-ideas/chromatography-and-mass-spectrometry-line-blog/hplc-for-dummies.html,https://www.thermofisher.com/tw/zt/home/new-ideas/chromatography-and-mass-spectrometry-line-blog/hplc-for-dummies.html,10/5/23,77,0
/jp/ja/home/life-science/bioproduction/contaminant-and-impurity-testing/microbial-identification.html,https://www.thermofisher.com/jp/ja/home/life-science/bioproduction/contaminant-and-impurity-testing/microbial-identification.html,10/6/23,77,0
/jp/ja/home/life-science/bioproduction/single-use-bioprocessing/flexible-containment/universal-retention-devices.html,https://www.thermofisher.com/jp/ja/home/life-science/bioproduction/single-use-bioprocessing/flexible-containment/universal-retention-devices.html,10/6/23,77,0
/ar/es/home/life-science/dna-rna-purification-analysis/automated-purification-extraction/advantages-automated-extraction.html,https://www.thermofisher.com/ar/es/home/life-science/dna-rna-purification-analysis/automated-purification-extraction/advantages-automated-extraction.html,10/7/23,77,0
/order/catalog/product/26619,https://www.thermofisher.com/order/catalog/product/26619,9/12/23,77,1
/order/catalog/product/11965092,https://www.thermofisher.com/order/catalog/product/11965092,9/13/23,76,1
/de/de/home/chemicals.html,https://www.thermofisher.com/de/de/home/chemicals.html,9/20/23,76,1
/us/en/reference-components/MSD-reference-components/instruments-reference-components/materials-science-form.html,https://www.thermofisher.com/us/en/reference-components/MSD-reference-components/instruments-reference-components/materials-science-form.html,9/20/23,76,1
/blog/mining/pyrite-the-real-story-behind-fools-gold,https://www.thermofisher.com/blog/mining/pyrite-the-real-story-behind-fools-gold,9/21/23,76,1
/us/en/home/life-science/antibodies.html,https://www.thermofisher.com/us/en/home/life-science/antibodies.html,9/26/23,76,1
/cl/es/home.html,https://www.thermofisher.com/cl/es/home.html,9/28/23,76,1
/tr/en/home.html,https://www.thermofisher.com/tr/en/home.html,10/2/23,76,1
/order/catalog/product/89900,https://www.thermofisher.com/order/catalog/product/89900,10/3/23,76,1
/blog/learning-at-the-bench/protein-basic18,https://www.thermofisher.com/blog/learning-at-the-bench/protein-basic18,9/13/23,76,0
/jp/ja/reference-components/MSD-reference-components/instruments-reference-components/long-form-em-products.html,https://www.thermofisher.com/jp/ja/reference-components/MSD-reference-components/instruments-reference-components/long-form-em-products.html,9/13/23,76,0
/us/en/home/life-science/antibodies.html,https://www.thermofisher.com/us/en/home/life-science/antibodies.html,9/13/23,76,0
/ar/es/home.html,https://www.thermofisher.com/ar/es/home.html,9/14/23,76,0
/blog/behindthebench/modern-science-backs-up-ancient-knowledge-of-ayurveda,https://www.thermofisher.com/blog/behindthebench/modern-science-backs-up-ancient-knowledge-of-ayurveda,9/14/23,76,0
/blog/mining/pyrite-the-real-story-behind-fools-gold,https://www.thermofisher.com/blog/mining/pyrite-the-real-story-behind-fools-gold,9/14/23,76,0
/account-center/fidm/federated-login.html,https://www.thermofisher.com/account-center/fidm/federated-login.html,9/15/23,76,0
/order/custom-standard-oligo,https://www.thermofisher.com/order/custom-standard-oligo,9/15/23,76,0
/sg/en/home.html,https://www.thermofisher.com/sg/en/home.html,9/15/23,76,0
/blog/materials/tem-vs-sem-whats-the-difference,https://www.thermofisher.com/blog/materials/tem-vs-sem-whats-the-difference,9/18/23,76,0
/kr/ko/home/life-science/bioproduction/mabs-development-manufacturing.html,https://www.thermofisher.com/kr/ko/home/life-science/bioproduction/mabs-development-manufacturing.html,9/18/23,76,0
/tw/zt/home/life-science/protein-biology/protein-biology-learning-center/protein-biology-resource-library/pierce-protein-methods/overview-western-blotting.html,https://www.thermofisher.com/tw/zt/home/life-science/protein-biology/protein-biology-learning-center/protein-biology-resource-library/pierce-protein-methods/overview-western-blotting.html,9/18/23,76,0
/uk/en/home/chemicals.html,https://www.thermofisher.com/uk/en/home/chemicals.html,9/18/23,76,0
/de/de/home/chemicals.html,https://www.thermofisher.com/de/de/home/chemicals.html,9/19/23,76,0
/tw/zt/home/references/gibco-cell-culture-basics/cell-culture-protocols/cell-culture-useful-numbers.html,https://www.thermofisher.com/tw/zt/home/references/gibco-cell-culture-basics/cell-culture-protocols/cell-culture-useful-numbers.html,9/19/23,76,0
/order/catalog/product/10977015,https://www.thermofisher.com/order/catalog/product/10977015,9/20/23,76,0
/taqman/results,https://www.thermofisher.com/taqman/results,9/20/23,76,0
/order/geneart-dashboard/index.html,https://www.thermofisher.com/order/geneart-dashboard/index.html,9/21/23,76,0
/store/instruments/configurators/trace1600,https://www.thermofisher.com/store/instruments/configurators/trace1600,9/21/23,76,0
/ar/es/home/global/forms/life-science/ebook-human-microbiome-frontier.html,https://www.thermofisher.com/ar/es/home/global/forms/life-science/ebook-human-microbiome-frontier.html,9/22/23,76,0
/hu/en/home.html,https://www.thermofisher.com/hu/en/home.html,9/25/23,76,0
/blog/metals/a-snapshot-of-the-worlds-rarest-metals,https://www.thermofisher.com/blog/metals/a-snapshot-of-the-worlds-rarest-metals,9/26/23,76,0
/jp/ja/reference-components/MSD-reference-components/instruments-reference-components/long-form-em-products.html,https://www.thermofisher.com/jp/ja/reference-components/MSD-reference-components/instruments-reference-components/long-form-em-products.html,9/26/23,76,0
/tr/en/home.html,https://www.thermofisher.com/tr/en/home.html,9/26/23,76,0
/order/catalog/product/10977015,https://www.thermofisher.com/order/catalog/product/10977015,9/27/23,76,0
/ie/en/home/life-science/bioproduction/contaminant-and-impurity-testing/mycoplasma-detection.html,https://www.thermofisher.com/ie/en/home/life-science/bioproduction/contaminant-and-impurity-testing/mycoplasma-detection.html,9/28/23,76,0
/jp/ja/home/life-science/antibodies.html,https://www.thermofisher.com/jp/ja/home/life-science/antibodies.html,9/28/23,76,0
/blog/learning-at-the-bench/rnai-non-coding-rna-research,https://www.thermofisher.com/blog/learning-at-the-bench/rnai-non-coding-rna-research,10/1/23,76,0
/jp/ja/home/life-science/cloning/cloning-learning-center/invitrogen-school-of-molecular-biology/molecular-cloning/transformation/bacterial-transformation-workflow.html,https://www.thermofisher.com/jp/ja/home/life-science/cloning/cloning-learning-center/invitrogen-school-of-molecular-biology/molecular-cloning/transformation/bacterial-transformation-workflow.html,10/1/23,76,0
/th/en/home.html,https://www.thermofisher.com/th/en/home.html,10/1/23,76,0
/br/en/home/products-and-services/promotions/Biostock.html,https://www.thermofisher.com/br/en/home/products-and-services/promotions/Biostock.html,10/2/23,76,0
/order/catalog/product/M36008,https://www.thermofisher.com/order/catalog/product/M36008,10/2/23,76,0
/nz/en/error404.html,https://www.thermofisher.com/nz/en/error404.html,10/3/23,76,0
/order/catalog/product/31985062,https://www.thermofisher.com/order/catalog/product/31985062,10/4/23,76,0
/mx/es/home/life-science/pcr/real-time-pcr/real-time-pcr-assays/assay-design.html,https://www.thermofisher.com/mx/es/home/life-science/pcr/real-time-pcr/real-time-pcr-assays/assay-design.html,10/5/23,76,0
/tw/zt/home/global/forms/industrial/ramina-500l-hyperforma-dynadrive-singleuse-bioreactor-appnote-registration-form.html,https://www.thermofisher.com/tw/zt/home/global/forms/industrial/ramina-500l-hyperforma-dynadrive-singleuse-bioreactor-appnote-registration-form.html,10/8/23,76,0
/kr/ko/home/industrial/manufacturing-processing/online-non-contact-measurement-gauges/-web-thickness-basis-weight-measurement/web-gauging-thickness-basis-weight-measurement-applications/thickness-basis-weight-measurement-lithium-ion-battery.html,https://www.thermofisher.com/kr/ko/home/industrial/manufacturing-processing/online-non-contact-measurement-gauges/-web-thickness-basis-weight-measurement/web-gauging-thickness-basis-weight-measurement-applications/thickness-basis-weight-measurement-lithium-ion-battery.html,10/9/23,76,0
/us/en/home/products-and-services/aspire-member-program.html,https://www.thermofisher.com/us/en/home/products-and-services/aspire-member-program.html,10/9/23,76,0
/jp/ja/home/life-science/antibodies.html,https://www.thermofisher.com/jp/ja/home/life-science/antibodies.html,9/15/23,75,0
/ar/es/home/brands/product-brand/dynal/streptavidin-coupled-dynabeads.html,https://www.thermofisher.com/ar/es/home/brands/product-brand/dynal/streptavidin-coupled-dynabeads.html,10/9/23,75,0
/uk/en/home/order.html,https://www.thermofisher.com/uk/en/home/order.html,10/2/23,75,1
/us/en/home/life-science/antibodies.html,https://www.thermofisher.com/us/en/home/life-science/antibodies.html,10/6/23,75,1
/order/catalog/product/EO0491,https://www.thermofisher.com/order/catalog/product/EO0491,9/12/23,75,0
/tw/zt/home/brands/thermo-scientific/molecular-biology/molecular-biology-learning-center/molecular-biology-resource-library/spotlight-articles/basic-principles-rt-qpcr.html,https://www.thermofisher.com/tw/zt/home/brands/thermo-scientific/molecular-biology/molecular-biology-learning-center/molecular-biology-resource-library/spotlight-articles/basic-principles-rt-qpcr.html,9/12/23,75,0
/tr/en/home.html,https://www.thermofisher.com/tr/en/home.html,9/13/23,75,0
/jp/ja/home/life-science/cloning/cloning-learning-center/invitrogen-school-of-molecular-biology/molecular-cloning/cloning/traditional-cloning-basics.html,https://www.thermofisher.com/jp/ja/home/life-science/cloning/cloning-learning-center/invitrogen-school-of-molecular-biology/molecular-cloning/cloning/traditional-cloning-basics.html,9/14/23,75,0
/order/custom-standard-oligo,https://www.thermofisher.com/order/custom-standard-oligo,9/14/23,75,0
/blog/ask-a-scientist/what-is-qpcr,https://www.thermofisher.com/blog/ask-a-scientist/what-is-qpcr,9/15/23,75,0
/order/catalog/product/S33102,https://www.thermofisher.com/order/catalog/product/S33102,9/12/23,75,1
/jp/ja/home/life-science/cell-analysis/cell-analysis-learning-center/immunology-at-work/proinflammatory-cytokines-overview.html,https://www.thermofisher.com/jp/ja/home/life-science/cell-analysis/cell-analysis-learning-center/immunology-at-work/proinflammatory-cytokines-overview.html,9/16/23,75,0
/de/de/home/brands/thermo-scientific.html,https://www.thermofisher.com/de/de/home/brands/thermo-scientific.html,9/18/23,75,0
/tw/zt/home/new-ideas/chromatography-and-mass-spectrometry-line-blog/hplc-for-dummies.html,https://www.thermofisher.com/tw/zt/home/new-ideas/chromatography-and-mass-spectrometry-line-blog/hplc-for-dummies.html,9/18/23,75,0
/ar/es/home.html,https://www.thermofisher.com/ar/es/home.html,9/19/23,75,0
/blog/materials/tem-vs-sem-whats-the-difference,https://www.thermofisher.com/blog/materials/tem-vs-sem-whats-the-difference,9/19/23,75,0
/tw/zt/home/new-ideas/chromatography-and-mass-spectrometry-line-blog/hplc-for-dummies.html,https://www.thermofisher.com/tw/zt/home/new-ideas/chromatography-and-mass-spectrometry-line-blog/hplc-for-dummies.html,9/20/23,75,0
/order/catalog/product/11875093,https://www.thermofisher.com/order/catalog/product/11875093,9/21/23,75,0
/order/panel-builder,https://www.thermofisher.com/order/panel-builder,9/21/23,75,0
/jp/ja/home/life-science/antibodies.html,https://www.thermofisher.com/jp/ja/home/life-science/antibodies.html,9/22/23,75,0
/order/catalog/product/A57081,https://www.thermofisher.com/order/catalog/product/A57081,9/22/23,75,0
/pt/en/home.html,https://www.thermofisher.com/pt/en/home.html,9/22/23,75,0
/store/v2/cart,https://www.thermofisher.com/store/v2/cart,9/22/23,75,0
/tw/zt/home/industrial/manufacturing-processing/improving-pharmaceutical-biotech-manufacturing-processes-production-methods/technologies.html,https://www.thermofisher.com/tw/zt/home/industrial/manufacturing-processing/improving-pharmaceutical-biotech-manufacturing-processes-production-methods/technologies.html,9/22/23,75,0
/blog/learning-at-the-bench/cancer9,https://www.thermofisher.com/blog/learning-at-the-bench/cancer9,9/24/23,75,0
/blog/learning-at-the-bench/ion-chromatography-basic,https://www.thermofisher.com/blog/learning-at-the-bench/ion-chromatography-basic,9/24/23,75,0
/order/catalog/product/10787018,https://www.thermofisher.com/order/catalog/product/10787018,9/24/23,75,0
/jp/ja/home/about-us/profile.html,https://www.thermofisher.com/jp/ja/home/about-us/profile.html,9/25/23,75,0
/order/catalog/product/25200056,https://www.thermofisher.com/order/catalog/product/25200056,9/25/23,75,0
/ca/en/home/brands/thermo-scientific/molecular-biology/molecular-biology-learning-center/molecular-biology-resource-library/thermo-scientific-web-tools/multiple-primer-analyzer.html,https://www.thermofisher.com/ca/en/home/brands/thermo-scientific/molecular-biology/molecular-biology-learning-center/molecular-biology-resource-library/thermo-scientific-web-tools/multiple-primer-analyzer.html,9/26/23,75,0
/it/en/home/global/forms/mrna-raw-materials-guidebook.html,https://www.thermofisher.com/it/en/home/global/forms/mrna-raw-materials-guidebook.html,9/26/23,75,0
/account-center/fidm/federated-login.html,https://www.thermofisher.com/account-center/fidm/federated-login.html,9/27/23,75,0
/co/en/home.html,https://www.thermofisher.com/co/en/home.html,9/27/23,75,0
/page/WF22768/w7.php,https://www.thermofisher.com/page/WF22768/w7.php,9/27/23,75,0
/blog/ask-a-scientist/what-is-molecular-biology,https://www.thermofisher.com/blog/ask-a-scientist/what-is-molecular-biology,9/28/23,75,0
/br/en/home/life-science/pcr/digital-pcr/mutation-detection.html,https://www.thermofisher.com/br/en/home/life-science/pcr/digital-pcr/mutation-detection.html,9/28/23,75,0
/jp/ja/home/life-science/protein-biology/protein-biology-learning-center/protein-biology-resource-library/pierce-protein-methods/amino-acid-physical-properties.html,https://www.thermofisher.com/jp/ja/home/life-science/protein-biology/protein-biology-learning-center/protein-biology-resource-library/pierce-protein-methods/amino-acid-physical-properties.html,9/28/23,75,0
/blog/mining/pyrite-the-real-story-behind-fools-gold,https://www.thermofisher.com/blog/mining/pyrite-the-real-story-behind-fools-gold,10/1/23,75,0
/pt/en/home.html,https://www.thermofisher.com/pt/en/home.html,10/2/23,75,0
/ca/en/home/references/gibco-cell-culture-basics/cell-culture-protocols/cell-culture-useful-numbers.html,https://www.thermofisher.com/ca/en/home/references/gibco-cell-culture-basics/cell-culture-protocols/cell-culture-useful-numbers.html,10/3/23,75,0
/my/en/home.html,https://www.thermofisher.com/my/en/home.html,10/3/23,75,0
/order/catalog/product/12604013,https://www.thermofisher.com/order/catalog/product/12604013,10/3/23,75,0
/tw/zt/home/global/forms/industrial/ramina-500l-hyperforma-dynadrive-singleuse-bioreactor-appnote-registration-form.html,https://www.thermofisher.com/tw/zt/home/global/forms/industrial/ramina-500l-hyperforma-dynadrive-singleuse-bioreactor-appnote-registration-form.html,10/3/23,75,0
/tw/zt/home/global/forms/mrna-raw-materials-guidebook.html,https://www.thermofisher.com/tw/zt/home/global/forms/mrna-raw-materials-guidebook.html,10/3/23,75,0
/tw/zt/home/references/gibco-cell-culture-basics/cell-culture-protocols/cell-culture-useful-numbers.html,https://www.thermofisher.com/tw/zt/home/references/gibco-cell-culture-basics/cell-culture-protocols/cell-culture-useful-numbers.html,10/3/23,75,0
/vn/en/home.html,https://www.thermofisher.com/vn/en/home.html,10/3/23,75,0
/tw/zt/home/new-ideas/chromatography-and-mass-spectrometry-line-blog/hplc-for-dummies.html,https://www.thermofisher.com/tw/zt/home/new-ideas/chromatography-and-mass-spectrometry-line-blog/hplc-for-dummies.html,10/4/23,75,0
/us/en/home/digital-science/thermo-fisher-connect.html,https://www.thermofisher.com/us/en/home/digital-science/thermo-fisher-connect.html,10/4/23,75,0
/jp/ja/home/global/forms/qpcr-class-room.html,https://www.thermofisher.com/jp/ja/home/global/forms/qpcr-class-room.html,10/5/23,75,0
/kr/ko/home/references/gibco-cell-culture-basics/cell-culture-protocols/cell-culture-useful-numbers.html,https://www.thermofisher.com/kr/ko/home/references/gibco-cell-culture-basics/cell-culture-protocols/cell-culture-useful-numbers.html,10/5/23,75,0
/order/catalog/product/Q32851,https://www.thermofisher.com/order/catalog/product/Q32851,10/5/23,75,0
/tw/zt/home/brands/thermo-scientific/molecular-biology/molecular-biology-learning-center/molecular-biology-resource-library/spotlight-articles/basic-principles-rt-qpcr.html,https://www.thermofisher.com/tw/zt/home/brands/thermo-scientific/molecular-biology/molecular-biology-learning-center/molecular-biology-resource-library/spotlight-articles/basic-principles-rt-qpcr.html,10/5/23,75,0
/us/en/error404.html,https://www.thermofisher.com/us/en/error404.html,10/5/23,75,0
/store/v2/account-center/my-account/profile,https://www.thermofisher.com/store/v2/account-center/my-account/profile,10/6/23,75,0
/blog/learning-at-the-bench/useful-numbers-for-cell-culture,https://www.thermofisher.com/blog/learning-at-the-bench/useful-numbers-for-cell-culture,10/7/23,75,0
/uk/en/home/products-and-services/services/services-support-life-sciences-instruments/services-support-biopharma-customers.html,https://www.thermofisher.com/uk/en/home/products-and-services/services/services-support-life-sciences-instruments/services-support-biopharma-customers.html,9/27/23,75,1
/order/catalog/product/12604013,https://www.thermofisher.com/order/catalog/product/12604013,9/12/23,74,0
/jp/ja/home/life-science/cell-analysis/flow-cytometry/flow-cytometers/bigfoot-spectral-cell-sorter.html,https://www.thermofisher.com/jp/ja/home/life-science/cell-analysis/flow-cytometry/flow-cytometers/bigfoot-spectral-cell-sorter.html,10/9/23,74,0
/order/catalog/product/89900,https://www.thermofisher.com/order/catalog/product/89900,9/28/23,74,1
/blog/behindthebench/how-does-sanger-sequencing-work,https://www.thermofisher.com/blog/behindthebench/how-does-sanger-sequencing-work,10/5/23,74,1
/jp/ja/home/life-science/cloning/cloning-learning-center/invitrogen-school-of-molecular-biology/pcr-education/pcr-reagents-enzymes/pcr-component-considerations.html,https://www.thermofisher.com/jp/ja/home/life-science/cloning/cloning-learning-center/invitrogen-school-of-molecular-biology/pcr-education/pcr-reagents-enzymes/pcr-component-considerations.html,9/12/23,74,0
/order/catalog/product/10010023,https://www.thermofisher.com/order/catalog/product/10010023,9/12/23,74,0
/order/catalog/product/11875093,https://www.thermofisher.com/order/catalog/product/11875093,9/12/23,74,0
/jp/ja/home/about-us/events/schedule/ms-forum.html,https://www.thermofisher.com/jp/ja/home/about-us/events/schedule/ms-forum.html,9/20/23,74,15
/dk/en/home.html,https://www.thermofisher.com/dk/en/home.html,9/13/23,74,0
/store/v2/scms/stock,https://www.thermofisher.com/store/v2/scms/stock,9/13/23,74,0
/blog/learning-at-the-bench/cell-culture-contamination,https://www.thermofisher.com/blog/learning-at-the-bench/cell-culture-contamination,9/14/23,74,0
/dk/en/home.html,https://www.thermofisher.com/dk/en/home.html,9/14/23,74,0
/order/panel-builder,https://www.thermofisher.com/order/panel-builder,9/14/23,74,0
/page/WF24297,https://www.thermofisher.com/page/WF24297,9/14/23,74,0
/page/WF25413,https://www.thermofisher.com/page/WF25413,9/14/23,74,0
/us/en/home/life-science/oligonucleotides-primers-probes-genes/custom-dna-oligos.html,https://www.thermofisher.com/us/en/home/life-science/oligonucleotides-primers-probes-genes/custom-dna-oligos.html,9/14/23,74,0
/ar/es/home/global/forms/crispr-success-tips-tricks.html,https://www.thermofisher.com/ar/es/home/global/forms/crispr-success-tips-tricks.html,9/15/23,74,0
/se/en/home.html,https://www.thermofisher.com/se/en/home.html,9/15/23,74,0
/ar/es/home/virtual/kingfisher-apex-3d-tour.html,https://www.thermofisher.com/ar/es/home/virtual/kingfisher-apex-3d-tour.html,9/16/23,74,0
/br/en/home/global/forms/life-science/diomni-software-resources.html,https://www.thermofisher.com/br/en/home/global/forms/life-science/diomni-software-resources.html,9/16/23,74,0
/kr/ko/home/products-and-services/promotions/single-use-mabs-process-playbook.html,https://www.thermofisher.com/kr/ko/home/products-and-services/promotions/single-use-mabs-process-playbook.html,9/16/23,74,0
/ar/es/home/global/forms/crispr-success-tips-tricks.html,https://www.thermofisher.com/ar/es/home/global/forms/crispr-success-tips-tricks.html,9/18/23,74,0
/hk/en/home/products-and-services/promotions/milestone-mobile-promo-hk.html,https://www.thermofisher.com/hk/en/home/products-and-services/promotions/milestone-mobile-promo-hk.html,9/18/23,74,0
/jp/ja/home/life-science/lab-equipment/microplate-instruments/plate-readers.html,https://www.thermofisher.com/jp/ja/home/life-science/lab-equipment/microplate-instruments/plate-readers.html,9/18/23,74,0
/order/catalog/product/26619,https://www.thermofisher.com/order/catalog/product/26619,9/18/23,74,0
/kr/ko/home/references/gibco-cell-culture-basics/cell-culture-protocols/cell-culture-useful-numbers.html,https://www.thermofisher.com/kr/ko/home/references/gibco-cell-culture-basics/cell-culture-protocols/cell-culture-useful-numbers.html,9/20/23,74,0
/us/en/home/life-science/antibodies.html,https://www.thermofisher.com/us/en/home/life-science/antibodies.html,9/20/23,74,0
/blog/food/what-rot-strawberry-proteomics-and-the-art-of-staying-fresh,https://www.thermofisher.com/blog/food/what-rot-strawberry-proteomics-and-the-art-of-staying-fresh,9/21/23,74,0
/cz/en/home.html,https://www.thermofisher.com/cz/en/home.html,9/21/23,74,0
/il/en/home.html,https://www.thermofisher.com/il/en/home.html,9/21/23,74,0
/vn/en/home.html,https://www.thermofisher.com/vn/en/home.html,9/21/23,74,0
/jp/ja/home/life-science/bioproduction/single-use-bioprocessing/single-use-equipment/single-use-chromatography-systems.html,https://www.thermofisher.com/jp/ja/home/life-science/bioproduction/single-use-bioprocessing/single-use-equipment/single-use-chromatography-systems.html,9/23/23,74,0
